sample	trait	efo_id	pgs_id	source_pmid	n_variants	training_ancestry	n_matched	match_rate	inferred_ancestry	most_similar_pop	ancestry_distance	percentile	z_score	ci_low	ci_high	absolute_risk	baseline_incidence	risk_ratio	robustness_n_scores	robustness_concordance	evidence_grade	portability_flag	allowed_statement
SPL250502092712	Alzheimer disease	MONDO_0004975	PGS004590	37198259	363	EUR	330	0.9091	EUR	EUR	NA	15.3	-0.9884	NA	NA	0.0868	0.2	0.38	2	0.874	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	age-related macular degeneration	MONDO_0005150	PGS004606	39623103	1000946	EUR	897078	0.8962	EUR	EUR	NA	33.0	-0.4082	NA	NA	NA	NA	NA	2	0.906	C	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 9, concordance 0.906, different risk tertiles) — treat as uncertain
SPL250502092712	pancreatic cancer	MONDO_0005192	PGS004693	38366150	6351686	EUR	5969679	0.9399	EUR	EUR	NA	49.2	-0.0394	NA	NA	NA	NA	NA	2	0.703	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 30, concordance 0.703, different risk tertiles) — treat as uncertain
SPL250502092712	multiple sclerosis	MONDO_0005301	PGS004700	38418465	12	EUR	2	0.1667	EUR	EUR	NA	69.2	0.6278	NA	NA	NA	NA	NA	2	0.884	D	false	low variant coverage (17% of 12 scoring variants matched) — input is not full-genotype; raw score is biased and NOT a valid PRS | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 12, concordance 0.884, different risk tertiles) — treat as uncertain
SPL250502092712	migraine	MONDO_0005277	PGS004798	38508198	3984158	SAS	3271039	0.821	EUR	EUR	NA	44.4	-0.1525	NA	NA	NA	NA	NA	2	0.779	D	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 22, concordance 0.779, different risk tertiles) — treat as uncertain
SPL250502092712	migraine	MONDO_0005277	PGS004799	38508198	4319950	EUR	2991291	0.6924	EUR	EUR	NA	22.3	-0.7506	NA	NA	NA	NA	NA	2	0.779	D	false	low variant coverage (69% of 4,319,950 scoring variants matched) — input is not full-genotype; raw score is biased and NOT a valid PRS | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 22, concordance 0.779, different risk tertiles) — treat as uncertain
SPL250502092712	osteoarthritis	MONDO_0006629	PGS004882	38866767	773587	EUR	688189	0.8896	EUR	EUR	NA	88.0	0.6892	NA	NA	NA	NA	NA	2	0.642	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 36, concordance 0.642, different risk tertiles) — treat as uncertain
SPL250502092712	lung cancer	MONDO_0005138	PGS004884	38866767	655479	EUR	584126	0.8911	EUR	EUR	NA	6.4	-1.2449	NA	NA	NA	NA	NA	2	0.148	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 85, concordance 0.148, different risk tertiles) — treat as uncertain
SPL250502092712	chronic kidney disease	MONDO_0005300	PGS004889	38671457	1117375	MAE	1002446	0.8971	EUR	EUR	NA	54.0	0.1227	NA	NA	NA	NA	NA	2	0.862	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	type 2 diabetes	MONDO_0005148	PGS004923		1349896	EUR	1126190	0.8343	EUR	EUR	NA	37.3	-0.3349	NA	NA	0.35	0.4	0.808	2	0.901	A	false	absolute risk ~35% for a overall vs ~40% population baseline (odds-scale, per-SD effect 1.5, illustrative — verify per release) | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 10, concordance 0.901, different risk tertiles) — treat as uncertain
SPL250502092712	coronary artery disease	MONDO_0005010	PGS004941	38987358	3711629	EUR	3284748	0.9354	EUR	EUR	NA	51.6	-0.0116	NA	NA	0.294	0.32	0.885	2	0.955	A	false	absolute risk ~29% for a female vs ~32% population baseline (odds-scale, per-SD effect 1.71, illustrative — verify per release) | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	ischemic stroke	HP_0002140	PGS004942	38987358	4765243	EUR	4475110	0.9391	EUR	EUR	NA	37.9	-0.3059	NA	NA	NA	NA	NA	2	0.894	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 11, concordance 0.894, different risk tertiles) — treat as uncertain
SPL250502092712	age-related macular degeneration	MONDO_0005150	PGS004952	37721739	52	EUR	41	0.7885	EUR	EUR	NA	42.4	-0.2024	NA	NA	NA	NA	NA	2	0.906	C	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 9, concordance 0.906, different risk tertiles) — treat as uncertain
SPL250502092712	ovarian cancer	MONDO_0005140	PGS005086	41266372	64518	EUR	51595	0.7997	EUR	EUR	NA	39.1	-0.294	NA	NA	NA	NA	NA	2	0.658	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 34, concordance 0.658, different risk tertiles) — treat as uncertain
SPL250502092712	coronary artery disease	MONDO_0005010	PGS005091	39549270	1428772	MAE	1300333	0.9101	EUR	EUR	NA	56.1	0.1869	NA	NA	0.3068	0.32	0.94	2	0.955	A	false	absolute risk ~31% for a female vs ~32% population baseline (odds-scale, per-SD effect 1.71, illustrative — verify per release) | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	heart failure	MONDO_0005252	PGS005097	40195560	1274692	EUR	1157938	0.9084	EUR	EUR	NA	19.8	-0.8925	NA	NA	NA	NA	NA	1	NA	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	body mass index	EFO_0004340	PGS005102	41844147	1297046	EUR	1178465	0.9086	EUR	EUR	NA	27.0	-0.6235	NA	NA	NA	NA	NA	2	0.786	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 21, concordance 0.786, different risk tertiles) — treat as uncertain
SPL250502092712	body mass index	EFO_0004340	PGS005103	41844147	1297046	EUR	1178465	0.9086	EUR	EUR	NA	48.4	-0.0541	NA	NA	NA	NA	NA	2	0.786	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 21, concordance 0.786, different risk tertiles) — treat as uncertain
SPL250502092712	cataract	MONDO_0005129	PGS005142	40045046	908465	EAS	834684	0.9188	EUR	EUR	NA	40.2	-0.2431	NA	NA	NA	NA	NA	2	0.675	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 32, concordance 0.675, different risk tertiles) — treat as uncertain
SPL250502092712	asthma	MONDO_0004979	PGS005148	40045046	792583	EUR	745793	0.941	EUR	EUR	NA	17.2	-0.9293	NA	NA	NA	NA	NA	2	0.857	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	cataract	MONDO_0005129	PGS005149	40045046	908465	EUR	834684	0.9188	EUR	EUR	NA	72.7	0.5674	NA	NA	NA	NA	NA	2	0.675	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 32, concordance 0.675, different risk tertiles) — treat as uncertain
SPL250502092712	gallstones	MONDO_0012672	PGS005150	40045046	908465	EUR	834684	0.9188	EUR	EUR	NA	21.9	-0.7488	NA	NA	NA	NA	NA	2	0.895	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	osteoporosis	MONDO_0005298	PGS005155	40045046	908465	EUR	834684	0.9188	EUR	EUR	NA	74.7	0.6459	NA	NA	NA	NA	NA	2	0.349	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 65, concordance 0.349, different risk tertiles) — treat as uncertain
SPL250502092712	C-reactive protein	EFO_0004458	PGS005251	40956996	1113	EUR	858	0.7709	EUR	EUR	NA	11.7	-1.222	NA	NA	NA	NA	NA	2	0.946	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	thyroid cancer	MONDO_0015075	PGS005258		84	MAE	63	0.75	EUR	EUR	NA	68.2	0.4311	NA	NA	NA	NA	NA	2	0.882	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 12, concordance 0.882, different risk tertiles) — treat as uncertain
SPL250502092712	thyroid cancer	MONDO_0015075	PGS005259		1085173	MAE	974340	0.8979	EUR	EUR	NA	56.4	0.1274	NA	NA	NA	NA	NA	2	0.882	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 12, concordance 0.882, different risk tertiles) — treat as uncertain
SPL250502092712	hypothyroidism	MONDO_0005420	PGS005267		439	MAE	345	0.7859	EUR	EUR	NA	99.3	2.5792	NA	NA	NA	NA	NA	2	0.989	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	hypothyroidism	MONDO_0005420	PGS005268		1085173	MAE	974340	0.8979	EUR	EUR	NA	98.2	1.9951	NA	NA	NA	NA	NA	2	0.989	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	height	OBA_VT0001253	PGS005281	38483351	12111	MAE	10087	0.8329	EUR	EUR	NA	51.6	0.0609	NA	NA	NA	NA	NA	2	0.891	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	type 2 diabetes	MONDO_0005148	PGS005333	41844147	1297046	EUR	1178465	0.9086	EUR	EUR	NA	27.4	-0.6257	NA	NA	0.3249	0.4	0.722	2	0.901	A	false	absolute risk ~33% for a overall vs ~40% population baseline (odds-scale, per-SD effect 1.5, illustrative — verify per release) | explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 10, concordance 0.901, different risk tertiles) — treat as uncertain
SPL250502092712	atrial fibrillation	MONDO_0004981	PGS012532	42086565	7356472	EUR	5884392	0.7999	EUR	EUR	NA	8.1	-1.2823	NA	NA	0.1056	0.23	0.395	2	0.997	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	atrial fibrillation	MONDO_0004981	PGS012533	42086565	7356472	EUR	5884392	0.7999	EUR	EUR	NA	7.8	-1.3843	NA	NA	0.1046	0.23	0.391	2	0.997	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	type 1 diabetes	MONDO_0005147	PGS012555	41795035	1116345	EUR	1011687	0.9062	EUR	EUR	NA	91.2	1.4006	NA	NA	NA	NA	NA	2	0.94	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	gallstones	MONDO_0012672	PGS012582	38548025	13	EUR	12	0.9231	EUR	EUR	NA	11.4	-1.1309	NA	NA	NA	NA	NA	2	0.895	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic
SPL250502092712	colorectal cancer	MONDO_0005575	PGS012583	38561434	141	EUR	118	0.8369	EUR	EUR	NA	37.9	-0.3094	NA	NA	0.0307	0.039	0.781	2	0.925	A	false	explains only a fraction of trait variance; reduced accuracy outside training ancestry; screening context only, not diagnostic | multi-score robustness LOW: 2 scores disagree (percentile spread 8, concordance 0.925, different risk tertiles) — treat as uncertain
